appeal_district,trial_district,offence,sentence,no_complainant,no_male_complainant,no_female_complainant,no_appealant,no_male_appealant,no_female_appealant,no_public_witness,no_eye_witness,no_defense_witness,scn_decision
Missing,Missing,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,North-East,Dispute,Missing,1,1,-1,1,1,-1,-1,-1,-1,Granted
Missing,North-West,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Law_of_tort,Missing,1,-1,-1,1,-1,-1,-1,3,4,Dismissed
Missing,South-West,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,-1,-1,1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-South,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,North-West,Others,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
South-West,South-West,Dispute,Missing,1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Fraud_impersonation,Prison_term,-1,-1,-1,3,3,-1,7,-1,-1,Dismissed
Missing,South-South,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,1,-1,-1,Dismissed
FCT,FCT,Dispute,Missing,1,1,-1,2,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Prison_term,-1,-1,-1,1,-1,-1,-1,2,-1,Dismissed
Missing,Missing,Dispute,Missing,-1,-1,-1,13,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Missing,1,1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-West,Missing,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-East,South-East,Dispute,Payment_damages,2,-1,-1,2,-1,-1,-1,-1,-1,Dismissed
South-East,South-East,Law_of_tort,Payment_damages,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-East,Dispute,Payment_damages,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Payment_damages,1,1,-1,2,2,-1,-1,-1,-1,Granted
South-East,South-East,Dispute,Payment_damages,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-East,Missing,Dispute,Payment_damages,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,Missing,Dispute,Others,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-East,South-East,Dispute,Others,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-East,Law_of_tort,Others,1,-1,-1,3,-1,-1,-1,-1,-1,Granted
South-East,South-East,Dispute,Fine,1,-1,-1,3,-1,-1,-1,-1,-1,Dismissed
Missing,South-East,Others,Others,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-South,Missing,Dispute,Fine,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
North-Central,North-Central,Human_rights_violation,Missing,2,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
FCT,North-Central,Rape_sexual_abuse,Fine,1,-1,-1,1,1,-1,4,-1,-1,Dismissed
South-South,South-East,Dispute,Fine,2,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-South,Law_of_tort,Payment_damages,1,1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Appeal_dismissed,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-South,South-East,Dispute,Others,4,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Missing,Others,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Unlawful_termination_appointment,Appeal_granted,1,1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-South,South-South,Others,Others,1,1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Claim_for_recovery,Payment_damages,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
North-West,South-West,Dispute,Missing,3,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-South,Armed_robbery,Missing,-1,-1,-1,-1,-1,-1,-1,5,-1,Dismissed
Missing,South-West,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Dispute,Others,1,-1,-1,1,1,-1,-1,-1,-1,Granted
South-West,South-West,Dispute,Others,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Others,4,-1,-1,1,-1,1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Appeal_granted,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-South,Theft,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,North-West,Law_of_tort,Payment_damages,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Theft,Appeal_dismissed,1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Appeal_granted,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,North-West,Others,Prison_term_fine,1,-1,-1,1,1,-1,6,-1,-1,Granted
South-South,South-West,Missing,Missing,1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,-1,-1,-1,3,-1,-1,-1,-1,-1,Dismissed
South-West,Missing,Dispute,Payment_damages,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Dispute,Payment_damages,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
Missing,South-West,Civil_petition,Payment_damages,1,1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Others,Payment_damages,1,-1,-1,1,1,-1,-1,-1,-1,Granted
Missing,South-West,Others,Payment_damages,-1,-1,-1,3,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Appeal_granted,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
South-West,South-West,Unlawful_termination_appointment,Payment_damages,1,-1,1,-1,-1,-1,-1,1,1,Dismissed
Missing,South-West,Dispute,Payment_damages,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Human_rights_violation,Payment_damages,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Dispute,Appeal_granted,1,-1,1,1,-1,-1,-1,-1,-1,Granted
South-West,Missing,Dispute,Appeal_granted,-1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
North-West,South-West,Dispute,Appeal_dismissed,1,-1,-1,3,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Payment_damages,1,1,-1,1,-1,-1,-1,-1,-1,Dismissed
FCT,FCT,Dispute,Appeal_dismissed,2,-1,-1,3,-1,-1,-1,-1,-1,Granted
South-West,South-West,Murder_manslaughter,Death,1,1,-1,1,1,-1,-1,-1,-1,Granted
Missing,FCT,Dispute,Appeal_dismissed,2,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-West,Missing,Dispute,Appeal_dismissed,2,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Payment_damages,1,-1,1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Appeal_granted,1,-1,2,-1,-1,-1,5,-1,-1,Dismissed
South-West,South-West,Armed_robbery,Missing,1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
North-Central,Missing,Others,Payment_damages,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
Missing,South-West,Others,Missing,2,-1,-1,-1,1,-1,-1,-1,-1,Dismissed
South-West,South-West,Civil_petition,Payment_damages,4,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Others,Appeal_granted,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
FCT,Missing,Missing,Appeal_dismissed,2,-1,-1,2,-1,-1,-1,-1,-1,Dismissed
South-West,Missing,Dispute,Appeal_dismissed,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Payment_damages,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-West,Missing,Dispute,Payment_damages,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
South-West,Missing,Dispute,Appeal_dismissed,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Appeal_dismissed,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,FCT,Others,Payment_damages,3,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Murder_manslaughter,Death,-1,-1,-1,1,-1,1,-1,-1,-1,Dismissed
South-West,Missing,Murder_manslaughter,Death,1,-1,-1,1,-1,-1,2,-1,-1,Dismissed
Missing,FCT,Murder_manslaughter,Death,1,-1,-1,1,-1,-1,6,-1,-1,Granted
South-South,South-West,Dispute,Appeal_granted,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Payment_damages,1,-1,1,1,1,-1,-1,-1,-1,Dismissed
Missing,Missing,Civil_petition,Appeal_granted,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-West,South-West,Dispute,Appeal_dismissed,-1,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-West,South-West,Others,Missing,-1,-1,-1,3,-1,-1,-1,-1,-1,Granted
Missing,Missing,Dispute,Payment_damages,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-West,South-West,Dispute,Payment_damages,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,Missing,Dispute,Appeal_dismissed,5,-1,-1,5,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Murder_manslaughter,Death,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,FCT,Civil_petition,Appeal_dismissed,3,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Fraud_impersonation,Appeal_dismissed,2,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-West,South-West,Others,Appeal_dismissed,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,North-Central,Others,Appeal_dismissed,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
North-West,Missing,Dispute,Appeal_dismissed,3,1,-1,1,-1,-1,-1,-1,-1,Granted
South-East,Missing,Law_of_tort,Appeal_dismissed,1,-1,-1,2,-1,-1,-1,-1,-1,Dismissed
South-East,Missing,Law_of_tort,Appeal_dismissed,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Others,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,FCT,Unlawful_termination_appointment,Appeal_granted,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Dispute,Payment_damages,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Human_rights_violation,Payment_damages,1,1,-1,-1,-1,-1,-1,14,2,Granted
Missing,South-West,Fraud_impersonation,Payment_damages,1,1,-1,1,1,-1,-1,-1,-1,Granted
South-West,South-West,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Unlawful_possession,Appeal_dismissed,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Unlawful_possession,Appeal_granted,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-West,South-West,Others,Appeal_granted,2,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-West,Missing,Civil_petition,Appeal_granted,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Others,Appeal_granted,1,1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Missing,1,-1,-1,5,-1,-1,-1,-1,-1,Granted
Missing,FCT,Others,Others,1,-1,-1,6,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Others,Appeal_dismissed,1,-1,-1,3,-1,-1,-1,-1,-1,Dismissed
South-West,Missing,Human_rights_violation,Appeal_granted,3,-1,-1,3,-1,-1,-1,-1,-1,Dismissed
South-West,South-West,Dispute,Appeal_granted,1,-1,-1,3,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Murder_manslaughter,Missing,1,-1,-1,2,-1,-1,2,-1,-1,Dismissed
Missing,South-South,Human_rights_violation,Appeal_dismissed,1,-1,-1,1,-1,-1,-1,6,1,Dismissed
South-West,South-West,Dispute,Others,3,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,Missing,Dispute,Payment_damages,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-West,South-West,Others,Others,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,FCT,Human_rights_violation,Appeal_dismissed,3,-1,-1,5,-1,-1,-1,-1,-1,Granted
Missing,South-West,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Others,Appeal_dismissed,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-West,Missing,Law_of_tort,Appeal_dismissed,1,-1,1,1,-1,-1,-1,-1,-1,Dismissed
South-West,South-West,Dispute,Appeal_dismissed,-1,-1,-1,4,-1,-1,-1,-1,-1,Dismissed
South-West,South-West,Dispute,Appeal_granted,1,-1,-1,1,-1,-1,2,-1,-1,Dismissed
Missing,Missing,Dispute,Appeal_granted,1,-1,1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Others,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
FCT,Missing,Dispute,Appeal_dismissed,2,2,-1,2,-1,-1,-1,-1,-1,Granted
FCT,Missing,Law_of_tort,Others,2,-1,-1,2,-1,-1,-1,-1,-1,Dismissed
South-East,South-East,Missing,Appeal_dismissed,-1,-1,-1,2,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Others,2,-1,-1,1,-1,1,-1,-1,-1,Dismissed
Missing,Missing,Unlawful_possession,Prison_term,2,-1,-1,2,2,-1,-1,-1,-1,Granted
South-West,Missing,Dispute,Appeal_dismissed,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
South-West,South-West,Armed_robbery,Death,-1,-1,-1,3,-1,-1,2,-1,-1,Dismissed
South-West,South-West,Armed_robbery,Death,-1,-1,-1,3,-1,-1,2,-1,-1,Dismissed
South-West,South-West,Missing,Prison_term_fine,7,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Others,Appeal_granted,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-West,South-West,Others,Missing,1,-1,-1,2,1,-1,-1,-1,-1,Dismissed
Missing,FCT,Others,Others,1,-1,-1,4,-1,-1,10,-1,-1,Granted
Missing,South-West,Unlawful_possession,Prison_term,1,-1,-1,1,-1,1,-1,-1,-1,Granted
South-West,South-West,Unlawful_possession,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-West,South-West,Unlawful_possession,Prison_term,1,-1,-1,1,1,-1,-1,-1,-1,Granted
North-West,FCT,Fraud_impersonation,Fine,3,-1,-1,-1,1,-1,-1,-1,-1,Dismissed
South-South,Missing,Unlawful_possession,Prison_term,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-West,South-West,Unlawful_possession,Prison_term,2,-1,1,1,-1,-1,2,-1,-1,Dismissed
South-West,South-West,Others,Missing,2,-1,-1,8,-1,-1,-1,-1,-1,Dismissed
South-South,South-South,Civil_petition,Others,1,-1,-1,3,-1,-1,-1,-1,-1,Dismissed
North-West,North-West,Conspiracy,Appeal_granted,-1,-1,-1,1,-1,-1,-1,-1,1,Dismissed
FCT,Missing,Armed_robbery,Death,2,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
FCT,FCT,Others,Payment_damages,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
North-West,North-West,Fraud_impersonation,Prison_term,1,1,-1,1,1,-1,1,-1,-1,Dismissed
South-South,South-South,Others,Appeal_dismissed,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-South,Murder_manslaughter,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Appeal_dismissed,1,-1,-1,2,-1,-1,-1,-1,-1,Granted
Missing,North-East,Murder_manslaughter,Death,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
FCT,North-Central,Murder_manslaughter,Prison_term,1,-1,-1,1,-1,-1,1,-1,-1,Dismissed
South-West,South-West,Dispute,Appeal_granted,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-West,South-West,Dispute,Appeal_dismissed,-1,-1,-1,5,-1,-1,-1,-1,-1,Granted
Missing,North-Central,Human_rights_violation,Payment_damages,1,-1,1,1,-1,1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Others,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Human_rights_violation,Others,1,-1,-1,-1,-1,-1,3,-1,-1,Granted
Missing,South-West,Dispute,Appeal_dismissed,1,-1,1,-1,-1,-1,-1,-1,-1,Granted
Missing,Missing,Law_of_tort,Appeal_dismissed,1,-1,-1,1,-1,-1,1,-1,-1,Dismissed
South-West,South-West,Law_of_tort,Payment_damages,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-East,Missing,Dispute,Others,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Murder_manslaughter,Death,1,-1,-1,1,1,-1,2,-1,-1,Dismissed
North-West,South-West,Human_rights_violation,Appeal_dismissed,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
FCT,FCT,Fraud_impersonation,Appeal_dismissed,1,-1,-1,3,-1,-1,4,-1,6,Dismissed
Missing,North-West,Murder_manslaughter,Death,1,-1,-1,2,-1,-1,-1,-1,-1,Dismissed
North-West,North-West,Murder_manslaughter,Death,2,-1,-1,4,3,-1,5,-1,-1,Dismissed
North-West,North-West,Murder_manslaughter,Death,1,-1,-1,3,-1,-1,-1,5,2,Dismissed
North-West,North-West,Murder_manslaughter,Death,1,1,-1,1,1,-1,2,-1,-1,Dismissed
South-West,North-West,Dispute,Appeal_granted,1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Appeal_granted,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Others,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
North-Central,Missing,Others,Prison_term,1,-1,-1,2,2,-1,6,-1,3,Dismissed
FCT,FCT,Civil_petition,Appeal_granted,5,-1,-1,1,1,-1,-1,-1,-1,Dismissed
North-West,Missing,Dispute,Appeal_dismissed,1,-1,-1,1,-1,1,-1,-1,-1,Dismissed
Missing,Missing,Murder_manslaughter,Death,1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
South-South,South-South,Trespassing,Payment_damages,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,Missing,Armed_robbery,Prison_term,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-West,Missing,Murder_manslaughter,Missing,1,-1,-1,20,-1,-1,-1,-1,-1,Granted
FCT,North-Central,Civil_petition,Appeal_dismissed,3,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,North-East,Murder_manslaughter,Death,1,-1,-1,1,-1,-1,6,-1,-1,Dismissed
North-West,Missing,Murder_manslaughter,Death,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
North-West,North-West,Conspiracy,Prison_term,-1,-1,-1,1,1,-1,-1,10,2,Dismissed
Missing,South-South,Dispute,Appeal_dismissed,3,-1,-1,4,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Human_rights_violation,Missing,-1,-1,-1,-1,-1,-1,-1,-1,1,Dismissed
Missing,South-West,Dispute,Appeal_dismissed,1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
North-East,North-East,Dispute,Appeal_dismissed,-1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Armed_robbery,Prison_term,1,-1,-1,2,-1,-1,1,-1,-1,Granted
South-West,South-West,Civil_petition,Payment_damages,-1,-1,-1,4,-1,-1,-1,-1,-1,Dismissed
South-West,South-West,Dispute,Appeal_dismissed,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Dispute,Appeal_dismissed,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Appeal_granted,1,-1,-1,1,-1,-1,1,8,4,Dismissed
Missing,South-South,Dispute,Appeal_granted,4,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-South,South-South,Missing,Appeal_dismissed,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-East,Dispute,Payment_damages,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Murder_manslaughter,Death,1,-1,-1,1,-1,-1,3,-1,-1,Dismissed
South-West,South-West,Dispute,Appeal_granted,-1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Others,Missing,2,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-South,South-South,Law_of_tort,Payment_damages,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-West,South-West,Fraud_impersonation,Others,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-East,Trespassing,Payment_damages,1,-1,-1,1,-1,-1,-1,1,1,Granted
Missing,South-West,Human_rights_violation,Missing,1,-1,-1,5,-1,-1,-1,-1,-1,Granted
Missing,Missing,Others,Missing,4,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,North-West,Dispute,Others,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Others,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-West,South-West,Others,Prison_term,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-South,Murder_manslaughter,Death,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-East,Murder_manslaughter,Death,1,-1,-1,1,1,-1,2,-1,2,Dismissed
Missing,North-West,Others,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-South,South-South,Armed_robbery,Death,1,-1,-1,1,-1,-1,3,-1,-1,Dismissed
Missing,South-South,Murder_manslaughter,Death,1,-1,-1,1,-1,-1,2,-1,-1,Dismissed
Missing,North-East,Murder_manslaughter,Death,1,-1,-1,1,1,-1,2,-1,-1,Granted
Missing,South-West,Dispute,Appeal_dismissed,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Theft,Prison_term,1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
Missing,South-South,Others,Appeal_granted,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Law_of_tort,Payment_damages,2,-1,-1,3,-1,-1,-1,-1,-1,Dismissed
South-West,Missing,Dispute,Appeal_dismissed,2,-1,-1,2,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Appeal_granted,-1,-1,-1,2,-1,-1,-1,-1,-1,Dismissed
South-South,South-South,Murder_manslaughter,Death,1,-1,-1,1,-1,1,1,-1,-1,Dismissed
South-South,South-East,Civil_petition,Appeal_dismissed,-1,-1,-1,6,-1,-1,-1,-1,-1,Dismissed
Missing,South-East,Dispute,Appeal_granted,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Prison_term,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-West,South-West,Dispute,Payment_damages,2,-1,-1,3,-1,-1,-1,-1,-1,Dismissed
FCT,North-Central,Conspiracy,Prison_term,1,-1,-1,2,-1,-1,-1,-1,-1,Granted
Missing,North-Central,Claim_for_recovery,Appeal_dismissed,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Fraud_impersonation,Appeal_dismissed,1,-1,-1,2,-1,-1,1,-1,-1,Dismissed
South-West,South-West,Civil_petition,Others,-1,-1,-1,2,-1,-1,-1,-1,-1,Granted
Missing,South-East,Law_of_tort,Payment_damages,1,-1,-1,4,-1,-1,-1,-1,-1,Granted
South-West,Missing,Law_of_tort,Appeal_dismissed,-1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
North-West,Missing,Claim_for_recovery,Others,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
FCT,Missing,Human_rights_violation,Appeal_granted,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Missing,Others,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-East,South-East,Missing,Appeal_granted,-1,-1,-1,-1,-1,-1,1,-1,-1,Dismissed
Missing,North-West,Others,Payment_damages,-1,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-West,Missing,Others,Appeal_dismissed,1,-1,-1,3,-1,-1,-1,-1,-1,Granted
Missing,South-West,Dispute,Appeal_dismissed,1,-1,-1,3,-1,-1,-1,-1,-1,Granted
North-West,Missing,Unlawful_termination_appointment,Appeal_dismissed,13,-1,-1,4,-1,-1,-1,-1,-1,Dismissed
South-South,South-East,Civil_petition,Appeal_dismissed,4,-1,-1,5,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Others,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-South,Law_of_tort,Others,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
South-West,Missing,Dispute,Appeal_granted,2,1,1,1,1,-1,-1,-1,-1,Dismissed
Missing,Missing,Civil_petition,Payment_damages,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Fraud_impersonation,Appeal_granted,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-West,South-West,Theft,Others,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Payment_damages,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Unlawful_termination_appointment,Appeal_granted,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,Missing,Civil_petition,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Civil_petition,Prison_term,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-West,Missing,Civil_petition,Appeal_granted,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-South,Others,Appeal_dismissed,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-East,South-East,Unlawful_possession,Appeal_dismissed,1,-1,-1,1,-1,-1,-1,3,3,Dismissed
Missing,South-South,Murder_manslaughter,Death,1,-1,-1,1,1,-1,6,-1,-1,Granted
North-West,North-West,Dispute,Appeal_dismissed,1,1,-1,3,-1,-1,-1,-1,-1,Granted
Missing,Missing,Murder_manslaughter,Death,1,-1,-1,1,1,-1,-1,-1,-1,Granted
Missing,South-South,Theft,Prison_term,1,-1,-1,1,1,-1,-1,-1,-1,Granted
FCT,Missing,Others,Others,4,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Civil_petition,Appeal_dismissed,4,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-West,South-West,Others,Appeal_dismissed,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,North-Central,Dispute,Prison_term,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Claim_for_recovery,Appeal_dismissed,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,Missing,Dispute,Others,1,3,-1,1,4,-1,-1,-1,-1,Granted
